"","SO4.Date","SO4.Flow","SO4.concentrations.SO4","lnC","lnQ"
"1",2011-07-14,0.02,18.892,2.93873855203387,-3.91202300542815
"2",2011-08-10,0.23,10.995,2.39744062400672,-1.46967597005894
"3",2011-08-17,0.02,35.52,3.57009591812397,-3.91202300542815
"4",2011-09-17,0.08,9.951,2.29767304863303,-2.52572864430826
"5",2011-09-21,0.14,30.411,3.41480438506837,-1.96611285637283
"6",2011-09-27,0.16,27.399,3.31050651637765,-1.83258146374831
"7",2011-10-05,0.05,35.253,3.56255063201991,-2.99573227355399
"8",2011-10-14,0.06,19.426,2.96661237498014,-2.81341071676004
"9",2011-10-27,1.3,12.733,2.5441970485913,0.262364264467491
"10",2011-11-02,0.9,24.158,3.18461558818309,-0.105360515657826
"11",2011-11-09,3.5,18.338,2.90897540962771,1.25276296849537
"12",2011-11-16,0.75,24.449,3.19658931528896,-0.287682072451781
"13",2011-11-30,0.58,22.18,3.09919098192222,-0.544727175441672
"14",2011-12-07,0.8,20.743,3.03220884036401,-0.22314355131421
"15",2011-12-14,15,4.129,1.41803524690395,2.70805020110221
"16",2012-01-04,0.6,21.858,3.08456698725448,-0.510825623765991
"17",2012-01-11,1,19.094,2.94937414957584,0
"18",2012-01-18,0.63,23.64,3.1629401925379,-0.462035459596559
"19",2012-01-25,17,7.073,1.95628471805385,2.83321334405622
"20",2012-02-01,0.92,21.041,3.04647291525718,-0.083381608939051
"21",2012-02-08,0.65,19.444,2.96753853918321,-0.430782916092454
"22",2012-02-15,0.57,19.926,2.99202541162266,-0.562118918153541
"23",2012-03-08,0.93,11.337,2.42807171303546,-0.0725706928348354
"24",2012-03-13,0.44,21.086,3.04860931315476,-0.82098055206983
"25",2012-03-20,26,10.582,2.35915444448194,3.25809653802148
"26",2012-03-28,0.48,18.436,2.91430527485826,-0.7339691750802
"27",2012-04-11,0.34,20.391,3.01509362703261,-1.07880966137193
"28",2012-04-15,2.4,3.915,1.36481532944277,0.8754687373539
"29",2012-04-25,0.19,21.107,3.04960473901848,-1.66073120682165
"30",2012-04-30,0.82,9.053,2.2030961944933,-0.198450938723838
"31",2012-05-09,0.1,23.108,3.14017887791902,-2.30258509299405
"32",2012-05-17,0.03,22.34,3.10637879364105,-3.50655789731998
"33",2012-05-23,0.03,32.787,3.49003209536265,-3.50655789731998
"34",2012-05-31,0.87,10.726,2.37267070056073,-0.139262067333508
"35",2012-06-06,0.06,18.274,2.90547928457643,-2.81341071676004
"36",2012-06-13,0.03,28.645,3.35497890786054,-3.50655789731998
"37",2012-07-11,0.03,60.351,4.10017751741454,-3.50655789731998
"38",2012-07-26,0.76,5.265,1.66108114558594,-0.27443684570176
"39",2012-08-15,0.01,44.791,3.80200722638212,-4.60517018598809
"40",2012-08-16,1,11.666,2.45667862833145,0
"41",2012-08-20,0.03,53.53,3.98024224440529,-3.50655789731998
"42",2012-08-27,4.7,3.025,1.1069110914828,1.54756250871601
"43",2012-08-29,0.07,24.878,3.21398387878777,-2.65926003693278
"44",2012-09-05,0.03,31.593,3.45293557706657,-3.50655789731998
"45",2012-09-10,0.06,7.799,2.05399552034836,-2.81341071676004
"46",2012-09-11,0.03,20.959,3.04256814839102,-3.50655789731998
"47",2012-09-25,0.03,33.603,3.51461534869771,-3.50655789731998
"48",2012-09-25,0.03,34.764,3.54858236857521,-3.50655789731998
"49",2012-10-01,0.03,37.832,3.63315530534157,-3.50655789731998
"50",2012-10-09,0.03,39.526,3.67695868321824,-3.50655789731998
"51",2012-10-12,5.5,5.804,1.75854733502194,1.70474809223843
"52",2012-10-15,0.29,22.285,3.10391380639852,-1.23787435600162
"53",2012-10-24,0.27,26.245,3.26747549470426,-1.30933331998376
"54",2012-10-31,0.19,29.386,3.38051837045375,-1.66073120682165
"55",2012-11-07,0.03,31.618,3.453726578674,-3.50655789731998
"56",2012-11-11,1,8.871,2.18278752953845,0
"57",2012-11-28,0.03,28.437,3.34769111413901,-3.50655789731998
"58",2012-12-05,0.21,19.648,2.97797555196473,-1.56064774826467
"59",2012-12-12,0.1,24.35,3.1925318495286,-2.30258509299405
"60",2013-01-10,0.2,26.304,3.26972101887377,-1.6094379124341
"61",2013-01-15,0.1,26.79,3.28802868355652,-2.30258509299405
"62",2013-01-23,0.09,27.682,3.32078238247451,-2.40794560865187
"63",2013-01-29,16,11.19,2.41502052232383,2.77258872223978
"64",2013-02-06,0.49,25.934,3.25555484912669,-0.713349887877465
"65",2013-02-11,0.92,24.446,3.19646660335507,-0.083381608939051
"66",2013-02-20,0.65,20.072,2.99932580906412,-0.430782916092454
"67",2013-02-27,0.85,22.855,3.12916991178371,-0.162518929497775
"68",2013-03-06,0.7,25.438,3.23624411902929,-0.356674943938732
"69",2013-03-09,1.8,17.53,2.86391369893314,0.587786664902119
"70",2013-03-19,0.48,24.071,3.1810077964243,-0.7339691750802
"71",2013-03-29,3.5,16.343,2.79379967111092,1.25276296849537
"72",2013-04-03,3.2,19.38,2.96424160646262,1.16315080980568
"73",2013-04-10,9.9,4.447,1.49222971152856,2.29253475714054
"74",2013-04-24,0.3,20.37,3.01406323023871,-1.20397280432594
"75",2013-05-03,1.5,16.224,2.78649162740877,0.405465108108164
"76",2013-05-09,15,1.04,0.0392207131532813,2.70805020110221
"77",2013-05-20,3.4,4.815,1.57173604525009,1.22377543162212
"78",2013-05-21,22,5.914,1.77732242143029,3.09104245335832
"79",2013-05-30,7.6,8.427,2.13144083679022,2.02814824729229
"80",2013-06-06,0.65,16.573,2.80777486514141,-0.430782916092454
"81",2013-06-12,0.38,19.563,2.97364002707917,-0.967584026261706
"82",2013-06-12,0.38,0.038,-3.27016911925575,-0.967584026261706
"83",2013-06-25,0.1,27.044,3.29746516922843,-2.30258509299405
"84",2013-07-08,0.02,43.934,3.78268850779199,-3.91202300542815
"85",2013-07-16,0.31,14.898,2.70122697575408,-1.17118298150295
"86",2013-07-31,2.3,11.923,2.47846930782399,0.832909122935104
"87",2013-08-07,0.06,22.309,3.10499018449051,-2.81341071676004
"88",2013-08-07,0.06,22.239,3.10184750434269,-2.81341071676004
"89",2013-08-13,7.2,4.529,1.51050116457408,1.97408102602201
"90",2013-08-20,0.07,20.941,3.04170895979402,-2.65926003693278
"91",2013-08-28,0.06,23.885,3.17325064684193,-2.81341071676004
"92",2013-09-04,0.02,31.796,3.45934049571087,-3.91202300542815
"93",2013-09-23,0.07,25.17,3.22565280914722,-2.65926003693278
"94",2013-09-28,0.65,11.509,2.44312933798635,-0.430782916092454
"95",2013-10-05,27,1.616,0.479953960098904,3.29583686600433
"96",2013-10-24,0.48,21.517,3.06884332037131,-0.7339691750802
"97",2013-10-30,3.6,14.835,2.69698925374279,1.28093384546206
"98",2013-11-06,2,16.977,2.8318594868285,0.693147180559945
"99",2013-11-13,0.71,21.491,3.06763424284307,-0.342490308946776
"100",2013-11-21,16,9.29,2.22893855282575,2.77258872223978
"101",2013-12-02,1,23.845,3.17157455175019,0
"102",2013-12-12,1.1,23.035,3.13701479838788,0.0953101798043249
"103",2013-12-18,1.6,20.572,3.02393092791267,0.470003629245736
"104",2014-01-09,1.5,19.912,2.99132256506529,0.405465108108164
"105",2014-01-10,10,17.357,2.85399588323874,2.30258509299405
"106",2014-01-22,1.1,21.345,3.06081752020993,0.0953101798043249
"107",2014-01-28,0.75,23.939,3.17550892816299,-0.287682072451781
"108",2014-02-06,0.95,24.554,3.20087477375865,-0.0512932943875506
"109",2014-02-12,0.87,24.843,3.21257602271967,-0.139262067333508
"110",2014-02-21,0.98,24.262,3.18891134034873,-0.0202027073175195
"111",2014-02-26,0.65,24.806,3.21108555939314,-0.430782916092454
"112",2014-03-07,5,20.618,3.02616448067419,1.6094379124341
"113",2014-03-11,1.8,21.019,3.04542679057784,0.587786664902119
"114",2014-03-16,39,6.132,1.81352096100957,3.66356164612965
"115",2014-03-27,1.5,24.378,3.19368108623364,0.405465108108164
"116",2014-03-27,1.5,14.784,2.69354551489933,0.405465108108164
"117",2014-04-03,3.1,5.344,1.67597443623434,1.1314021114911
"118",2014-04-03,3.1,21.729,3.0786477738813,1.1314021114911
