"","Cl.Date","Cl.Flow","Cl.concentrations.Cl","lnC","lnQ"
"1",2009-07-07,327,13.612,2.61095175663866,5.78996017089725
"2",2009-07-14,260,15.549,2.74399632787568,5.56068163101553
"3",2009-07-21,270,16.752,2.81851765412818,5.59842195899838
"4",2009-07-28,283,15.986,2.77171333920383,5.64544689764324
"5",2009-08-04,241,15.138,2.71720813888698,5.48479693349065
"6",2009-08-11,394,15.409,2.73495175429972,5.97635090929793
"7",2009-08-18,222,16.771,2.81965120434949,5.40267738187228
"8",2009-08-25,230,15.989,2.77190098580328,5.4380793089232
"9",2009-09-01,205,19.429,2.96676679526098,5.32300997913841
"10",2009-09-08,263,13.529,2.60483552962122,5.57215403217776
"11",2009-09-10,445,15.277,2.72634842938359,6.09807428216624
"12",2009-09-15,350,12.791,2.54874179861726,5.85793315448346
"13",2009-09-22,2990,7.259,1.9822420783027,8.00302866638473
"14",2009-09-29,336,12.893,2.5566845284287,5.8171111599632
"15",2009-10-06,249,16.005,2.77290117342183,5.51745289646471
"16",2009-10-09,17300,2.963,1.08620226859143,9.75846178048587
"17",2009-10-13,2210,6.863,1.9261446639265,7.7007477945118
"18",2009-10-20,815,9.353,2.23569714745241,6.70318811324086
"19",2009-10-27,1100,10.37,2.33891702224144,7.00306545878646
"20",2009-10-30,7660,6.257,1.83370083701623,8.94376726273464
"21",2009-11-03,1330,7.5755,2.02491935581775,7.1929342212158
"22",2009-11-10,652,10.362,2.3381452683926,6.48004456192665
"23",2009-11-17,725,11.33,2.42745407503992,6.58617165485467
"24",2009-11-23,501,12.327,2.51179197856938,6.21660610108486
"25",2009-12-01,426,12.57,2.53131302260216,6.05443934626937
"26",2009-12-08,369,14.153,2.6499266157517,5.91079664404053
"27",2009-12-15,353,14.606,2.68143240319792,5.8664680569333
"28",2009-12-21,312,16.33,2.79300390698237,5.74300318780948
"29",2009-12-29,397,12.527,2.52788631486205,5.98393628068719
"30",2010-01-05,368,13.655,2.61410575492567,5.90808293816893
"31",2010-01-12,307,16.203,2.78519641027886,5.7268477475872
"32",2010-01-19,306,17.466,2.86025613399154,5.72358510195238
"33",2010-01-26,835,12.345,2.51325112279714,6.72743172485086
"34",2010-02-03,1150,15.635,2.7495119909098,7.0475172213573
"35",2010-02-10,1160,11.681,2.45796359017356,7.05617528410041
"36",2010-02-16,755,11.861,2.47325570704714,6.62671774924902
"37",2010-02-23,979,13.791,2.6240162054922,6.88653164253051
"38",2010-03-02,576,12.464,2.52284448912839,6.35610766069589
"39",2010-03-08,449,13.324,2.58956692033143,6.10702288774225
"40",2010-03-16,393,14.136,2.6487247350174,5.97380961186926
"41",2010-03-22,1430,11.648,2.45513449145433,7.26542972325395
"42",2010-03-30,1310,8.246,2.10972823428471,7.1777824161952
"43",2010-04-07,915,9.701,2.27222897297915,6.81892406527552
"44",2010-04-13,579,10.845,2.38370414427884,6.361302477573
"45",2010-04-20,440,12.146,2.49699989747538,6.08677472691231
"46",2010-04-25,985,15.074,2.71297140542128,6.89264164117209
"47",2010-04-27,521,11.779,2.46631828497665,6.25575004175337
"48",2010-05-04,355,13.279,2.58618384000819,5.87211778947542
"49",2010-05-11,586,14.477,2.67256118317191,6.37331978957701
"50",2010-05-14,1200,10.085,2.31104917140618,7.09007683577609
"51",2010-05-15,3550,5.52,1.708377860289,8.17470288246946
"52",2010-05-18,1340,7.429,2.00539126016967,7.20042489294496
"53",2010-05-26,2710,8.957,2.19243534949306,7.90470391387375
"54",2010-06-01,518,10.3335,2.33539104471922,6.24997524225948
"55",2010-06-08,511,12.057,2.48964540413517,6.2363695902037
"56",2010-06-15,371,12.633,2.5363124378479,5.91620206260743
"57",2010-06-23,256,14.253,2.65696741087289,5.54517744447956
"58",2010-08-04,261,13.325,2.58964197005191,5.56452040732269
"59",2010-08-09,221,15.237,2.72372668048722,5.39816270151775
"60",2010-08-18,178,17.312,2.85139990266407,5.18178355029209
"61",2010-08-25,151,18.792,2.93343124735661,5.01727983681492
"62",2010-09-02,490,19.538,2.97236128723075,6.19440539110467
"63",2010-09-08,208,15.341,2.73052898286264,5.33753807970132
"64",2010-09-15,871,12.486,2.52460801663955,6.7696419768525
"65",2010-09-23,230,14.045,2.64226646055621,5.4380793089232
"66",2010-09-30,234,14.991,2.70745002103018,5.4553211153577
"67",2010-10-07,191,17.129,2.84077293351585,5.25227342804663
"68",2010-10-13,178,19.207,2.95527479592272,5.18178355029209
"69",2010-10-21,196,19.644,2.977771948177,5.27811465923052
"70",2010-10-28,209,19.958,2.99363006546212,5.34233425196481
"71",2010-11-03,189,19.058,2.947486960926,5.24174701505964
"72",2010-11-11,169,21.178,3.05296290700826,5.12989871492307
"73",2010-11-16,165,21.968,3.08958684902562,5.10594547390058
"74",2010-11-29,310,15.482,2.73967805878252,5.73657229747919
"75",2010-12-09,221,19.861,2.98875800981665,5.39816270151775
"76",2010-12-16,207,21.028,3.0458548829572,5.33271879326537
"77",2011-01-06,243,17.461,2.85996982253999,5.49306144334055
"78",2011-01-12,202,19.531,2.97200294685475,5.30826769740121
"79",2011-01-21,197,21.565,3.07107163009981,5.28320372873799
"80",2011-01-26,190,21.942,3.0884026083953,5.24702407216049
"81",2011-02-06,229,23.278,3.14750870851978,5.43372200355424
"82",2011-02-12,287,28.941,3.36525927485653,5.65948221575962
"83",2011-02-14,640,24.472,3.1975296068486,6.46146817635372
"84",2011-02-25,672,19.915,2.99147321663361,6.51025834052315
"85",2011-02-28,1930,10.989,2.39689477246479,7.56527528189893
"86",2011-03-05,793,16.245,2.78778516912106,6.67582322163485
"87",2011-03-14,595,16.347,2.79404439426907,6.38856140554563
"88",2011-03-31,295,17.7475,2.8762446609314,5.68697535633982
"89",2011-04-07,261,18.602,2.92326910182028,5.56452040732269
"90",2011-04-11,383,18.781,2.9328457204988,5.94803498918065
"91",2011-04-20,329,15.2115,2.72205172073802,5.79605775076537
"92",2011-04-23,2990,8.451,2.13428477756235,8.00302866638473
"93",2011-04-25,53100,2.848,1.04661699354973,10.87993220723
"94",2011-04-26,47500,1.591,0.46436274935565,10.7684849900227
"95",2011-05-11,995,9.269,2.2266754988937,6.90274273715859
"96",2011-05-18,739,10.298,2.33194970162395,6.6052979209482
"97",2011-05-24,33600,1.714,0.538829820175588,10.4222813459513
"98",2011-06-09,636,10.844,2.38361193163642,6.45519856334012
"99",2011-06-16,535,11.5815,2.44940899743484,6.28226674689601
"100",2011-07-14,317,15.474,2.73916119612726,5.75890177387728
