"","Dates","Flow","Conc","lnQ","lnC","Reg_Residuals","Special_Residuals","Reg_Pvalue","Special_Span","Special_Pvalue","Reg_Perc_Change_yr","Special_Perc_Change_yr"
"1",2009-07-07,28,1.069,3.3322045101752,0.0667236320429081,-0.414662326792867,-0.166831119316632,0.0698177298301053,0.15,0.0522443972705983,2.80866420361292,2.78833063838135
"2",2009-07-14,26,0.966,3.25809653802148,-0.0345914447696191,-0.480893517800698,-0.482357756569278,NA,NA,NA,NA,NA
"3",2009-07-21,28,0.864,3.3322045101752,-0.146182510178081,-0.627568469013856,-0.379737261537621,NA,NA,NA,NA,NA
"4",2009-07-28,26,0.868,3.25809653802148,-0.141563564321787,-0.587865637352865,-0.589329876121445,NA,NA,NA,NA,NA
"5",2009-08-04,23,0.838,3.13549421592915,-0.176737178500054,-0.525002121862973,-0.7296610992746,NA,NA,NA,NA,NA
"6",2009-08-11,27,0.83,3.29583686600433,-0.186329578191493,-0.65298777413219,-0.506636151633393,NA,NA,NA,NA,NA
"7",2009-08-18,23,0.736,3.13549421592915,-0.306525160253261,-0.65479010361618,-0.859449081027807,NA,NA,NA,NA,NA
"8",2009-08-25,21,0.725,3.04452243772342,-0.321583624127462,-0.573962606557954,-0.404378058714619,NA,NA,NA,NA,NA
"9",2009-09-01,20,0.708,2.99573227355399,-0.345311185288417,-0.54310761435716,-0.410452515798977,NA,NA,NA,NA,NA
"10",2009-09-08,22,2.828,3.09104245335832,1.03956974803433,0.738263819074346,0.437459822489429,NA,NA,NA,NA,NA
"11",2009-09-15,24,1.0045,3.17805383034795,0.004489905272852,-0.379103348973904,-0.473777392374265,NA,NA,NA,NA,NA
"12",2009-09-22,44,1.502,3.78418963391826,0.406797553341943,-0.245587025315357,-0.319684380619894,NA,NA,NA,NA,NA
"13",2009-09-29,24,1.364,3.17805383034795,0.31042155942127,-0.0731716948254856,-0.167845738225847,NA,NA,NA,NA,NA
"14",2009-10-06,15,1.283,2.70805020110221,0.249201085633499,0.175748742624519,-0.0457180733670166,NA,NA,NA,NA,NA
"15",2009-10-09,1360,1.779,7.2152399787301,0.576051408683698,-0.148173335347907,0.016985865674878,NA,NA,NA,NA,NA
"16",2009-10-13,155,3.305,5.04342511691925,1.19543647330365,0.217100893837614,0.186932416394367,NA,NA,NA,NA,NA
"17",2009-10-20,59,2.787,4.07753744390572,1.02496574849981,0.221848930186562,0.284261655931937,NA,NA,NA,NA,NA
"18",2009-10-27,200,2.567,5.29831736654804,0.942737901889003,0.00280680200958572,0.0670754583584481,NA,NA,NA,NA,NA
"19",2009-11-03,125,2.795,4.8283137373023,1.02783210660706,0.0291037803841627,-0.066639059839978,NA,NA,NA,NA,NA
"20",2009-11-10,53,2.399,3.97029191355212,0.875051983857558,0.133072759210072,0.197273912297269,NA,NA,NA,NA,NA
"21",2009-11-17,46,2.139,3.8286413964891,0.760338430100268,0.088233237888128,0.137177232528615,NA,NA,NA,NA,NA
"22",2009-11-23,41,1.912,3.71357206670431,0.64814981462921,0.022048647157375,-0.136331864130985,NA,NA,NA,NA,NA
"23",2009-12-01,37,1.7,3.61091791264422,0.53062825106217,-0.0606873086041887,0.076046852967893,NA,NA,NA,NA,NA
"24",2009-12-08,40,1.94,3.68887945411394,0.662687973075237,0.0446012264541654,-0.0960302531374984,NA,NA,NA,NA,NA
"25",2009-12-15,36,1.954,3.58351893845611,0.669878553620591,0.0890048003948547,0.225842560530699,NA,NA,NA,NA,NA
"26",2009-12-21,34,1.875,3.52636052461616,0.628608659422374,0.0690985365192578,0.0338507505877546,NA,NA,NA,NA,NA
"27",2009-12-29,32,1.656,3.46573590279973,0.504405055963068,-0.0304917502793661,-0.091109478342575,NA,NA,NA,NA,NA
"28",2010-01-05,33,1.753,3.49650756146648,0.561328605939097,0.0134887853284019,-0.0907030120608565,NA,NA,NA,NA,NA
"29",2010-01-12,30,2.285,3.40119738166216,0.826366024346168,0.320544739259521,0.411224349334899,NA,NA,NA,NA,NA
"30",2010-01-19,29,1.6065,3.36729582998647,0.474057899573776,-0.0195389764134696,0.180907344032739,NA,NA,NA,NA,NA
"31",2010-01-26,45,2.387,3.80666248977032,0.870037347356693,0.207792861549398,0.197253517040561,NA,NA,NA,NA,NA
"32",2010-02-03,52,2.272,3.95124371858143,0.820660500858905,0.0888056158400035,0.159938111600671,NA,NA,NA,NA,NA
"33",2010-02-10,71,3.086,4.26267987704132,1.12687575394097,0.220959322740049,0.204707525275653,NA,NA,NA,NA,NA
"34",2010-02-16,55,2.698,4.00733318523247,0.992510757785564,0.230102774328347,0.292308321853397,NA,NA,NA,NA,NA
"35",2010-02-23,59,2.702,4.07753744390572,0.993992239538007,0.190875421224759,0.253288146970134,NA,NA,NA,NA,NA
"36",2010-03-02,51,2.442,3.93182563272433,0.892817375688513,0.171029757110592,0.244603159162846,NA,NA,NA,NA,NA
"37",2010-03-16,44,1.9595,3.78418963391826,0.672689338657549,0.0203047600002486,-0.0537925953042876,NA,NA,NA,NA,NA
"38",2010-03-22,78,2.228,4.35670882668959,0.801104322065038,-0.14307807092919,-0.223700143243739,NA,NA,NA,NA,NA
"39",2010-03-30,113,3.399,4.72738781871234,1.22348127071398,0.222618415021779,0.111772809380523,NA,NA,NA,NA,NA
"40",2010-04-07,68,2.469,4.21950770517611,0.903813210363042,0.019658796620237,0.0355744154150112,NA,NA,NA,NA,NA
"41",2010-04-13,54,2.097,3.98898404656427,0.740507751919783,-0.0116570152316581,0.0494002148142364,NA,NA,NA,NA,NA
"42",2010-04-20,48,1.75,3.87120101090789,0.559615787935423,-0.132259490703228,-0.0538368861238986,NA,NA,NA,NA,NA
"43",2010-04-27,45,1.698,3.80666248977032,0.529451087889156,-0.132793397918139,-0.143332742426976,NA,NA,NA,NA,NA
"44",2010-05-04,40,1.505,3.68887945411394,0.408792898200839,-0.209293848420233,-0.349925328011896,NA,NA,NA,NA,NA
"45",2010-05-11,39,1.433,3.66356164612965,0.359770148846035,-0.25012986316898,-0.291228599248066,NA,NA,NA,NA,NA
"46",2010-05-14,76,1.645,4.33073334028633,0.497740384217335,-0.437366965164662,-0.503743784866365,NA,NA,NA,NA,NA
"47",2010-05-18,80,2.127,4.38202663467388,0.7547125362181,-0.19734134128825,-0.289887025604203,NA,NA,NA,NA,NA
"48",2010-05-20,891,2.388,6.79234442747081,0.870456195530356,0.11918916314228,0.327498733231271,NA,NA,NA,NA,NA
"49",2010-05-26,190,2.46,5.24702407216049,0.900161349944271,-0.0478103208807261,-0.00360471554925168,NA,NA,NA,NA,NA
"50",2010-06-01,62,1.823,4.12713438504509,0.600483495696526,-0.231822140098418,-0.176191622147647,NA,NA,NA,NA,NA
"51",2010-06-08,50,1.402,3.91202300542815,0.337899788612398,-0.373872768879056,-0.297856977650046,NA,NA,NA,NA,NA
"52",2010-06-15,51,1.306,3.93182563272433,0.266969030854239,-0.454818587723682,-0.381245185671428,NA,NA,NA,NA,NA
"53",2010-06-23,37,0.922,3.61091791264422,-0.0812100554255432,-0.672525615091902,-0.53579145351982,NA,NA,NA,NA,NA
"54",2010-08-04,16,0.573,2.77258872223978,-0.556869562267398,-0.612453384535655,-0.568172200609358,NA,NA,NA,NA,NA
"55",2010-08-09,21,0.723,3.04452243772342,-0.324346056823372,-0.576725039253863,-0.407140491410529,NA,NA,NA,NA,NA
"56",2010-08-18,14,0.486,2.63905732961526,-0.721546655081643,-0.832031332117631,-0.907498667111475,NA,NA,NA,NA,NA
"57",2010-08-25,16,0.633,2.77258872223978,-0.457284856837961,-0.512868679106218,-0.468587495179921,NA,NA,NA,NA,NA
"58",2010-09-02,18,0.736,2.89037175789616,-0.306525160253261,-0.413654383695014,-0.285058960933548,NA,NA,NA,NA,NA
"59",2010-09-08,17,0.832,2.83321334405622,-0.183922838160928,-0.256062177383852,-0.0755272005188529,NA,NA,NA,NA,NA
"60",2010-09-15,25,1.178,3.2188758248682,0.163818085229395,-0.253986809056754,-0.364980627720324,NA,NA,NA,NA,NA
