"","Cl.Date","Cl.Flow","Cl.concentrations.Cl","lnC","lnQ"
"1",2009-07-07,28,11.765,2.46512902217933,3.3322045101752
"2",2009-07-14,26,11.928,2.47888857746244,3.25809653802148
"3",2009-07-21,28,11.522,2.44425825131019,3.3322045101752
"4",2009-07-28,26,11.808,2.46877726785812,3.25809653802148
"5",2009-08-04,23,11.932,2.4792238666525,3.13549421592915
"6",2009-08-11,27,11.035,2.4010720397087,3.29583686600433
"7",2009-08-18,23,11.86,2.47317139356958,3.13549421592915
"8",2009-08-25,21,11.787,2.46699722924443,3.04452243772342
"9",2009-09-01,20,12.262,2.5065050493405,2.99573227355399
"10",2009-09-08,22,7.011,1.94748034422483,3.09104245335832
"11",2009-09-15,24,11.355,2.42965817555752,3.17805383034795
"12",2009-09-22,44,10.305,2.33262921434242,3.78418963391826
"13",2009-09-29,24,11.098,2.40676491190371,3.17805383034795
"14",2009-10-06,15,11.433,2.43650391055983,2.70805020110221
"15",2009-10-09,1360,4.055,1.39995068756738,7.2152399787301
"16",2009-10-13,155,7.553,2.02194483533131,5.04342511691925
"17",2009-10-20,59,9.239,2.22343365468861,4.07753744390572
"18",2009-10-27,200,8.344,2.12154271769847,5.29831736654804
"19",2009-11-03,125,8.854,2.18086933430995,4.8283137373023
"20",2009-11-10,53,10.517,2.35299299553789,3.97029191355212
"21",2009-11-17,46,11.396,2.43326241663566,3.8286413964891
"22",2009-11-23,41,11.798,2.46793002558088,3.71357206670431
"23",2009-12-01,37,12.443,2.52115821579349,3.61091791264422
"24",2009-12-08,40,12.053,2.48931359160621,3.68887945411394
"25",2009-12-15,36,12.057,2.48964540413517,3.58351893845611
"26",2009-12-21,34,12.381,2.51616303943855,3.52636052461616
"27",2009-12-29,32,12.401,2.51777711452064,3.46573590279973
"28",2010-01-05,33,12.484,2.52444782440853,3.49650756146648
"29",2010-01-12,30,12.046,2.48873265462153,3.40119738166216
"30",2010-01-19,29,12.7015,2.5417200967263,3.36729582998647
"31",2010-01-26,45,11.494,2.44182516008555,3.80666248977032
"32",2010-02-03,52,11.549,2.44659885313295,3.95124371858143
"33",2010-02-10,71,10.423,2.34401490275719,4.26267987704132
"34",2010-02-16,55,10.983,2.39634862280621,4.00733318523247
"35",2010-02-23,59,10.935,2.39196865412873,4.07753744390572
"36",2010-03-02,51,11.402,2.43378877860939,3.93182563272433
"37",2010-03-16,44,11.962,2.48173495862237,3.78418963391826
"38",2010-03-22,78,11.273,2.42241048606239,4.35670882668959
"39",2010-03-30,113,8.449,2.13404809117071,4.72738781871234
"40",2010-04-07,68,10.269,2.32912964821616,4.21950770517611
"41",2010-04-13,54,10.851,2.38425724163807,3.98898404656427
