"","Cl.Date","Cl.Flow","Cl.concentrations.Cl","lnC","lnQ"
"1",2009-07-07,33,14.883,2.70021962198702,3.49650756146648
"2",2009-07-14,22,17.384,2.85555024295413,3.09104245335832
"3",2009-07-21,38,17.887,2.88407419201111,3.63758615972639
"4",2009-07-28,32,16.25,2.78809290877575,3.46573590279973
"5",2009-08-04,24,15.3425,2.73062675528111,3.17805383034795
"6",2009-08-11,52,12.937,2.56009142293576,3.95124371858143
"7",2009-08-18,23,15.577,2.74579546734447,3.13549421592915
"8",2009-08-20,67,17.951,2.88764582368893,4.20469261939097
"9",2009-08-25,24,17.283,2.84972335941836,3.17805383034795
"10",2009-09-01,20,18.026,2.89181516013422,2.99573227355399
"11",2009-09-05,153,11.553,2.44694514350088,5.03043792139244
"12",2009-09-08,36,14.009,2.63969998021398,3.58351893845611
"13",2009-09-10,273,15.812,2.76076914543444,5.60947179518496
"14",2009-09-15,66,12.346,2.5133321239717,4.18965474202643
"15",2009-09-22,2730,3.068,1.12102588350501,7.91205688817901
"16",2009-09-29,86,9.864,2.28889176586204,4.45434729625351
"17",2009-10-06,62,13.2515,2.58411075357191,4.12713438504509
"18",2009-10-09,9880,2.601,0.955895986466515,9.19826779074191
"19",2009-10-13,1310,5.253,1.65879934197182,7.1777824161952
"20",2009-10-20,213,8.686,2.16171253411263,5.36129216570943
"21",2009-10-27,604,8.215,2.10596175148923,6.40357419793482
"22",2009-11-03,313,6.776,1.91338695734975,5.74620319054015
"23",2009-11-10,139,8.991,2.19622407700264,4.93447393313069
"24",2009-11-17,183,9.275,2.2273226084935,5.20948615284142
"25",2009-11-23,116,9.111,2.20948247473172,4.75359019110636
"26",2009-12-01,92,10.758,2.37564966385105,4.52178857704904
"27",2009-12-08,69,11.809,2.46886195261914,4.23410650459726
"28",2009-12-15,61,12.075,2.49113719953864,4.11087386417331
"29",2009-12-21,51,12.027,2.48715412232848,3.93182563272433
"30",2009-12-29,117,10.992,2.39716773547999,4.76217393479776
"31",2010-01-05,87,10.331,2.33514908386731,4.46590811865458
"32",2010-01-12,59,13.532,2.60505725091846,4.07753744390572
"33",2010-01-19,64,12.457,2.52228271390396,4.15888308335967
"34",2010-01-26,370,7.955,2.07380066178975,5.91350300563827
"35",2010-02-03,611,9.891,2.2916252527577,6.4150969591716
"36",2010-02-10,426,9.3555,2.23596440565215,6.05443934626937
"37",2010-02-16,305,9.433,2.24421417966772,5.72031177660741
"38",2010-02-23,367,9.107,2.20904334858568,5.90536184805457
"39",2010-03-02,211,10.141,2.31658661262986,5.35185813347607
"40",2010-03-08,171,10.738,2.37378885200038,5.14166355650266
"41",2010-03-16,152,11.675,2.45744980355496,5.02388052084628
"42",2010-03-22,892,8.45,2.13416644136908,6.79346613258001
"43",2010-03-30,346,7,1.94591014905531,5.84643877505772
"44",2010-04-07,213,8.105,2.09248115518764,5.36129216570943
"45",2010-04-13,113,9.569,2.25852870679713,4.72738781871234
"46",2010-04-20,78,11.625,2.45315795147342,4.35670882668959
"47",2010-04-27,94,9.772,2.27952115339549,4.54329478227
"48",2010-05-04,60,11.4205,2.43540998610655,4.0943445622221
"49",2010-05-11,96,11.607,2.45160836438649,4.56434819146784
"50",2010-05-14,1240,6.879,1.92847329254388,7.12286665859908
"51",2010-05-14,1240,3.356,1.21074978860496,7.12286665859908
"52",2010-05-18,319,5.721,1.74414361528639,5.76519110278484
