"","NO3.Date","NO3.Flow","NO3.concentrations.NO3","lnC","lnQ"
"1",2009-07-07,5.5,1.017,0.0168571170664228,1.70474809223843
"2",2009-07-14,2.8,0.443,-0.814185508937001,1.02961941718116
"3",2009-07-21,5.1,0.329,-1.11169752821677,1.62924053973028
"4",2009-07-28,2.1,0.451,-0.796287939479459,0.741937344729377
"5",2009-08-04,2.2,0.65,-0.430782916092454,0.78845736036427
"6",2009-08-11,16,0.855,-0.156653810045377,2.77258872223978
"7",2009-08-18,2.1,0.449,-0.800732391239883,0.741937344729377
"8",2009-08-25,2.2,0.527,-0.640554730440775,0.78845736036427
"9",2009-09-01,2.9,0.855,-0.156653810045377,1.06471073699243
"10",2009-09-08,14,1.906,0.64500680523201,2.63905732961526
"11",2009-09-10,409,0.907,-0.0976128288670004,6.0137151560428
"12",2009-09-15,32,1.89,0.636576829071551,3.46573590279973
"13",2009-09-22,773,1.537,0.429832464556459,6.65027904858742
"14",2009-09-29,29,3.428,1.23197700073553,3.36729582998647
"15",2009-10-06,23,3.16,1.15057202759882,3.13549421592915
"16",2009-10-09,1500,0.975,-0.0253178079842899,7.3132203870903
"17",2009-10-13,269,3.107,1.13365763041091,5.59471137960184
"18",2009-10-20,41,3.417,1.22876297313315,3.71357206670431
"19",2009-10-27,186,1.428,0.356274863917393,5.2257466737132
"20",2009-11-03,67,2.683,0.986935571443487,4.20469261939097
"21",2009-11-10,32,2.967,1.08755134130868,3.46573590279973
"22",2009-11-17,34,2.37,0.86288995514704,3.52636052461616
"23",2009-11-23,27,2.06,0.72270598280149,3.29583686600433
"24",2009-12-01,24,2.12,0.751416088683921,3.17805383034795
"25",2009-12-08,20,2.346,0.852711750231284,2.99573227355399
"26",2009-12-15,16,2.1715,0.77541817299274,2.77258872223978
"27",2009-12-21,14,2.406,0.877965617552487,2.63905732961526
"28",2009-12-29,25,1.732,0.549276810140243,3.2188758248682
"29",2010-01-05,22,1.867,0.624332864559586,3.09104245335832
"30",2010-01-12,22,2.37,0.86288995514704,3.09104245335832
"31",2010-01-26,70,1.859,0.620038708739307,4.24849524204936
"32",2010-02-03,134,1.722,0.543486406005539,4.89783979995091
"33",2010-02-10,85,2.364,0.860355099543852,4.44265125649032
"34",2010-02-16,63,2.3385,0.849509698183804,4.14313472639153
"35",2010-02-23,71,1.936,0.660623988854385,4.26267987704132
"36",2010-03-02,42,2.382,0.867940470933108,3.73766961828337
"37",2010-03-08,37,2.317,0.840273245450239,3.61091791264422
"38",2010-03-16,34,2.016,0.701115350209122,3.52636052461616
"39",2010-03-22,273,1.432,0.359072068538454,5.60947179518496
"40",2010-03-30,83,3.693,1.30643913587043,4.4188406077966
"41",2010-04-07,52,2.044,0.714908672341458,3.95124371858143
"42",2010-04-13,30,2.244,0.80825998766045,3.40119738166216
"43",2010-04-20,24,2.247,0.809595993203192,3.17805383034795
"44",2010-04-27,30,1.737,0.552159487258968,3.40119738166216
"45",2010-05-04,28,1.672,0.51402051466251,3.3322045101752
"46",2010-05-11,67,1.384,0.324977857195478,4.20469261939097
"47",2010-05-13,142,0.917,-0.0866478067256722,4.95582705760126
"48",2010-05-14,412,0.636,-0.452556715642015,6.02102334934953
"49",2010-05-18,83,1.433,0.359770148846035,4.4188406077966
"50",2010-05-25,34,2.114,0.748581887448046,3.52636052461616
"51",2010-06-01,17,2.238,0.805582609889734,2.83321334405622
"52",2010-06-08,17,1.988,0.687129108234382,2.83321334405622
"53",2010-06-15,10,1.682,0.519983561550756,2.30258509299405
"54",2010-06-23,4.6,0.861,-0.149660774554406,1.52605630349505
"55",2010-08-04,1.6,0.143,-1.94491064872223,0.470003629245736
"56",2010-08-09,1.2,0.042,-3.17008566069877,0.182321556793955
"57",2010-08-18,0.58,0.0365,-3.31044301839369,-0.544727175441672
"58",2010-08-25,0.26,0.017,-4.07454193492592,-1.34707364796661
"59",2010-09-02,0.38,0.023,-3.77226106305299,-0.967584026261706
"60",2010-09-08,0.82,0.561,-0.578034373459441,-0.198450938723838
"61",2010-09-15,41,4.251,1.44715424937665,3.71357206670431
"62",2010-09-23,6.1,3.105,1.13301371538544,1.80828877117927
"63",2010-09-30,5,2.367,0.861623330531847,1.6094379124341
"64",2010-10-07,3.9,2.281,0.824613943302251,1.3609765531356
"65",2010-10-13,3.9,2.098,0.740984509974105,1.3609765531356
"66",2010-10-21,5.6,2.142,0.761739972025557,1.7227665977411
