"","Cl.Date","Cl.Flow","Cl.concentrations.Cl","lnC","lnQ"
"1",2011-07-29,0.14,24.896,3.21470714799598,-1.96611285637283
"2",2011-08-03,0.06,25.595,3.24239701990955,-2.81341071676004
"3",2011-08-10,5.1,5.246,1.65746588144468,1.62924053973028
"4",2011-09-01,2.1,12.172,2.49913823203472,0.741937344729377
"5",2011-09-08,4,25.049,3.22083390657436,1.38629436111989
"6",2011-09-16,2.5,23.439,3.15440130168272,0.916290731874155
"7",2011-09-17,7.8,2.633,0.968123880514172,2.05412373369555
"8",2011-09-22,20,3.813,1.33841628087543,2.99573227355399
"9",2011-09-27,0.33,26.631,3.28207595075429,-1.10866262452161
"10",2011-10-06,0.84,24.711,3.20724848862722,-0.174353387144778
"11",2011-10-12,9.8,23.128,3.14104400471405,2.28238238567653
"12",2011-10-26,3,23.368,3.15136756508544,1.09861228866811
"13",2011-10-27,8.8,3.988,1.38328985209959,2.17475172148416
"14",2011-11-03,2.1,13.135,2.5752804231375,0.741937344729377
"15",2011-11-08,57,7.322,1.99088351469804,4.04305126783455
"16",2011-11-17,1.8,23.079,3.13892311314491,0.587786664902119
"17",2011-12-01,0.96,25.614,3.24313907700388,-0.0408219945202552
"18",2011-12-08,0.92,23.756,3.16783513015361,-0.083381608939051
"19",2011-12-14,21,1.883,0.632866249675015,3.04452243772342
"20",2012-01-05,1.7,23.137,3.14143306772555,0.53062825106217
"21",2012-01-12,1.7,21.926,3.08767314725235,0.53062825106217
"22",2012-01-19,1.3,23.16,3.14242665270479,0.262364264467491
"23",2012-01-25,23,3.219,1.16907075231667,3.13549421592915
"24",2012-02-02,1.5,22.381,3.10821238463799,0.405465108108164
"25",2012-02-09,1.1,21.538,3.06981881690669,0.0953101798043249
"26",2012-02-16,1,25.739,3.24800735137445,0
"27",2012-03-01,0.85,11.023,2.39998399898118,-0.162518929497775
"28",2012-03-08,4.9,5.986,1.78942340943051,1.58923520511658
"29",2012-03-11,3.9,5.577,1.71865099740742,1.3609765531356
"30",2012-03-20,30,8.684,2.16148225201605,3.40119738166216
"31",2012-03-29,1.1,21.444,3.06544488596529,0.0953101798043249
"32",2012-04-12,0.65,19.615,2.97629457966152,-0.430782916092454
"33",2012-04-15,8.5,3.395,1.22230376101066,2.14006616349627
"34",2012-04-26,0.63,22.321,3.10552793937688,-0.462035459596559
"35",2012-04-30,5.4,3.986,1.3827882217906,1.68639895357023
"36",2012-05-10,0.22,22.024,3.09213276784031,-1.51412773262978
"37",2012-05-16,0.23,21.593,3.07236918809269,-1.46967597005894
"38",2012-05-24,0.39,21.523,3.06912213078204,-0.941608539858445
"39",2012-05-31,5,4.636,1.53385192547751,1.6094379124341
"40",2012-06-05,0.54,21.068,3.04775530162114,-0.616186139423817
"41",2012-06-14,0.57,21.924,3.08758192718387,-0.562118918153541
"42",2012-06-21,1.3,10.697,2.36996332832399,0.262364264467491
"43",2012-06-28,0.67,23.307,3.14875374463639,-0.400477566597125
"44",2012-07-12,0.28,22.805,3.12697981016366,-1.27296567581289
"45",2012-07-19,0.4,22.683,3.12161574524424,-0.916290731874155
"46",2012-07-26,6,3.171,1.15404699555621,1.79175946922805
"47",2012-08-02,0.18,23.086,3.13922637319272,-1.71479842809193
"48",2012-08-15,0.03,19.509,2.97087589755512,-3.50655789731998
"49",2012-08-16,13,0.984,-0.0161293819298836,2.56494935746154
"50",2012-08-20,0.09,21.863,3.08479571029475,-2.40794560865187
"51",2012-08-27,9.4,1.296,0.259282597930083,2.24070968927596
"52",2012-08-29,0.11,23.76,3.16800349449444,-2.20727491318972
"53",2012-09-05,0.19,23.214,3.14475554494643,-1.66073120682165
"54",2012-09-10,0.05,2.329,0.845438990902204,-2.99573227355399
"55",2012-09-25,0.11,23.535,3.15848867485311,-2.20727491318972
"56",2012-10-01,0.2,22.699,3.12232087065357,-1.6094379124341
"57",2012-10-01,0.2,22.341,3.10642355539662,-1.6094379124341
"58",2012-10-12,11,3.175,1.15530763234465,2.39789527279837
"59",2012-10-31,0.37,21.348,3.0609580584717,-0.994252273343867
"60",2012-11-07,0.46,20.896,3.03955775309402,-0.776528789498996
"61",2012-11-11,3.2,4.845,1.57794724534273,1.16315080980568
"62",2012-11-14,0.89,21.253,3.05649806187655,-0.116533816255952
"63",2012-11-28,1.9,20.388,3.0149464924778,0.641853886172395
"64",2012-12-05,0.61,21.514,3.06870388600981,-0.49429632181478
"65",2012-12-12,0.96,21.191,3.05357656323843,-0.0408219945202552
"66",2013-01-04,0.77,24.46,3.19703913025903,-0.261364764134408
"67",2013-01-10,1.3,22.989,3.13501584065638,0.262364264467491
"68",2013-01-15,0.74,21.616,3.07343378121784,-0.301105092783922
"69",2013-01-23,0.34,21.009,3.04495091734149,-1.07880966137193
"70",2013-01-29,34,10.196,2.32199548651387,3.52636052461616
"71",2013-02-06,1.1,23.151,3.14203797614358,0.0953101798043249
"72",2013-02-11,1.7,19.543,2.97261716604794,0.53062825106217
"73",2013-02-20,2.4,21.63,3.07408123996497,0.8754687373539
"74",2013-02-27,1.2,23.731,3.16678221030988,0.182321556793955
"75",2013-03-06,0.59,25.531,3.23989340009067,-0.527632742082372
"76",2013-03-09,4.9,12.4,2.51769647261099,1.58923520511658
"77",2013-03-19,0.92,105.61,4.65975306375838,-0.083381608939051
"78",2013-03-29,25,0.253,-1.37436579025462,3.2188758248682
"79",2013-04-03,2.7,4.979,1.60522906766005,0.993251773010283
"80",2013-04-10,11,2.683,0.986935571443487,2.39789527279837
"81",2013-04-18,27,2.122,0.752359040191791,3.29583686600433
"82",2013-04-24,1.1,0.132,-2.02495335639577,0.0953101798043249
"83",2013-05-03,4.1,13.628,2.61212649979872,1.41098697371026
"84",2013-05-09,17,11.041,2.401615616457,2.83321334405622
"85",2013-05-20,9.6,1.695,0.527682740832414,2.26176309847379
"86",2013-05-21,28,3.237,1.17464697494411,3.3322045101752
"87",2013-05-30,15,7.893,2.06597629072627,2.70805020110221
"88",2013-06-05,4.5,12.388,2.51672826211096,1.50407739677627
"89",2013-06-12,1.3,19.625,2.97680426366847,0.262364264467491
"90",2013-06-25,0.91,20.397,3.01538783121243,-0.0943106794712413
"91",2013-07-08,1.1,19.784,2.98487353021912,0.0953101798043249
"92",2013-07-16,4.9,3.936,1.37016497919001,1.58923520511658
"93",2013-07-31,0.69,17.483,2.86122898021551,-0.371063681390832
"94",2013-07-31,0.69,16.841,2.82381638947392,-0.371063681390832
"95",2013-08-07,0.3,19.63,2.97705900828837,-1.20397280432594
"96",2013-08-13,8.7,3.931,1.36889384643972,2.16332302566054
"97",2013-08-20,0.35,21.298,3.05861317159319,-1.04982212449868
"98",2013-08-28,0.43,20.355,3.01332658195494,-0.843970070294529
"99",2013-08-28,0.43,20.155,3.00345239656913,-0.843970070294529
"100",2013-09-04,0.4,20.218,3.00657329673187,-0.916290731874155
"101",2013-09-11,0.44,19.656,2.97838263521888,-0.82098055206983
"102",2013-09-18,0.06,19.164,2.95303351902088,-2.81341071676004
"103",2013-09-23,0.02,21.308,3.05908258905475,-3.91202300542815
"104",2013-09-28,2,12.016,2.48623909502178,0.693147180559945
"105",2013-10-05,35,1.013,0.0129162252665462,3.55534806148941
"106",2013-10-24,1.5,19.595,2.97527443165159,0.405465108108164
"107",2013-10-30,6.9,10.918,2.39041280335957,1.93152141160321
"108",2013-11-06,3,87.302,4.46937337209058,1.09861228866811
"109",2013-11-13,2,19.4,2.96527306606928,0.693147180559945
"110",2013-11-21,17,4.92,1.59330853050422,2.83321334405622
"111",2013-12-02,0.86,19.398,2.96516996797135,-0.150822889734584
"112",2013-12-12,2.1,200.098,5.29880724653724,0.741937344729377
"113",2013-12-18,1.7,44.731,3.80066677355524,0.53062825106217
"114",2014-01-09,3.2,150.06,5.01103521411758,1.16315080980568
"115",2014-01-10,12,116.93,4.76157546515223,2.484906649788
"116",2014-01-22,2.3,28.248,3.34102265862609,0.832909122935104
"117",2014-01-28,2.6,26.255,3.26785644708982,0.955511445027436
"118",2014-02-06,3.7,178.12,5.1824574804535,1.30833281965018
"119",2014-02-12,3.2,53.579,3.98115720026182,1.16315080980568
"120",2014-02-21,2.5,39.701,3.68137637629279,0.916290731874155
"121",2014-02-25,2.6,33.64,3.51571583510475,0.955511445027436
"122",2014-03-07,3.6,101.16,4.61670342180176,1.28093384546206
"123",2014-03-11,1.5,66.652,4.19948505367638,0.405465108108164
"124",2014-03-16,44,11.742,2.46317215764199,3.78418963391826
"125",2014-03-27,3.2,35.039,3.55646172684817,1.16315080980568
"126",2014-04-03,5.6,19.773,2.98431737073869,1.7227665977411
"127",2014-04-03,5.6,33.918,3.52394584692121,1.7227665977411
"128",2014-04-07,9.6,36.459,3.59618834155677,2.26176309847379
"129",2014-04-13,3.9,31.079,3.43653234994964,1.3609765531356
"130",2014-04-22,1.1,25.792,3.25006436632422,0.0953101798043249
"131",2014-04-27,1.6,22.461,3.11178047191666,0.470003629245736
"132",2014-05-08,14,6.317,1.84324441191656,2.63905732961526
"133",2014-05-12,14,2.62,0.963174317773006,2.63905732961526
"134",2014-05-20,1.4,33.591,3.51425817394617,0.336472236621213
"135",2014-05-28,1.3,26.994,3.29561461908709,0.262364264467491
"136",2014-06-02,4.5,5.045,1.61839765380557,1.50407739677627
"137",2014-06-06,4.3,4.855,1.58000910174329,1.45861502269952
"138",2014-06-10,7.6,7.085,1.95797987314264,2.02814824729229
"139",2014-07-01,1.1,26.14,3.26346670819608,0.0953101798043249
"140",2014-07-09,0.73,25.031,3.22011505670315,-0.3147107448397
"141",2014-07-10,7.8,6.167,1.81921249600936,2.05412373369555
"142",2014-07-23,0.62,25.011,3.21931572809659,-0.478035800943
"143",2014-07-29,0.82,24.873,3.21378287780219,-0.198450938723838
"144",2014-08-05,0.49,24.775,3.20983508021605,-0.713349887877465
"145",2014-08-07,6.5,4.028,1.39326997485632,1.87180217690159
"146",2014-08-12,0.65,24.511,3.19912199638134,-0.430782916092454
"147",2014-08-19,0.41,20.152,3.00330353905031,-0.891598119283784
"148",2014-08-27,0.31,23.356,3.15085391042129,-1.17118298150295
"149",2014-08-30,5.1,3.014,1.1032681002043,1.62924053973028
"150",2014-09-02,18,1.891,0.63710578967632,2.89037175789616
"151",2014-09-06,2.1,11.499,2.44226007506653,0.741937344729377
"152",2014-09-10,0.28,25.898,3.25416574564665,-1.27296567581289
"153",2014-09-17,5.2,23.138,3.1414762876067,1.64865862558738
"154",2014-09-17,5.2,2.633,0.968123880514172,1.64865862558738
"155",2014-09-24,0.2,24.72,3.20761263258949,-1.6094379124341
"156",2014-10-01,0.37,22.778,3.12579515785216,-0.994252273343867
"157",2014-10-08,0.34,22.432,3.11048851085218,-1.07880966137193
"158",2014-10-10,32,3.055,1.11677959262356,3.46573590279973
"159",2014-10-22,0.51,25.266,3.22945961840785,-0.673344553263766
"160",2014-10-29,0.5,20.386,3.01484839074622,-0.693147180559945
"161",2014-11-04,12,3.787,1.33157414891966,2.484906649788
